customer_id,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
f667e801-37f4-46f6-882a-7170d31a84bf,CA,136,area_code_510,False,False,0,132.4,110,22.51,254.1,81,21.6,176.5,100,7.94,13.0,6,3.51,2,False
7f86745a-196a-4510-bbd8-c6a0bfb9231d,MT,143,area_code_415,False,False,0,172.3,97,29.29,174.0,108,14.79,188.2,119,8.47,13.0,4,3.51,2,False
c6496782-ecfa-4b58-a365-8b359c01e7e1,NJ,97,area_code_415,False,False,0,259.6,138,44.13,233.9,91,19.88,140.6,119,6.33,13.0,4,3.51,1,False
7034be98-adf1-43c5-ab86-4f81123d8c7f,CT,94,area_code_415,False,False,0,206.1,49,35.04,224.6,115,19.09,256.7,74,11.55,13.0,1,3.51,1,False
68b4735b-8204-491b-bded-2cca8d47f7be,ME,119,area_code_510,False,False,0,73.7,66,12.53,160.5,132,13.64,214.2,67,9.64,13.0,6,3.51,3,False
f469c946-726b-4617-8c69-3ac6d002b7d9,KY,104,area_code_415,False,False,0,130.5,77,22.19,131.2,117,11.15,264.7,63,11.91,13.0,6,3.51,0,False
0d4d00cf-a835-4d11-8a22-ce758504f181,IL,87,area_code_510,False,False,0,231.3,105,39.32,171.7,108,14.59,67.7,136,3.05,13.0,6,3.51,1,False
41368cbe-22f5-43aa-86c7-87537ea0a71b,KS,132,area_code_415,False,False,0,190.1,105,32.32,182.2,116,15.49,279.8,105,12.59,13.0,2,3.51,1,False
ee43dbbe-73b4-4dcc-9224-c356b434160a,TX,73,area_code_415,False,False,0,224.4,90,38.15,159.5,88,13.56,192.8,74,8.68,13.0,2,3.51,1,False
74fa6273-ee0d-46ae-8677-dfeb22447189,PA,104,area_code_415,False,False,0,186.8,102,31.76,176.3,114,14.99,222.2,84,10.0,13.0,3,3.51,0,False
8ef104aa-9158-4847-8de7-ba397f69543d,SD,158,area_code_415,False,False,0,98.2,87,16.69,198.3,71,16.86,246.0,99,11.07,13.0,5,3.51,2,False
92b62401-8aa9-4a99-bf9e-236831508dbb,OR,33,area_code_415,True,False,0,190.6,100,32.4,161.7,104,13.74,189.9,136,8.55,13.0,6,3.51,1,False
8852740c-cc9c-4100-b663-145995cbada0,DE,97,area_code_408,False,False,0,169.2,91,28.76,224.6,122,19.09,108.0,115,4.86,13.0,5,3.51,1,False
e726fbb9-0eb8-4574-9865-a8e4e199a3cf,KY,98,area_code_415,False,False,0,189.8,113,32.27,271.5,111,23.08,218.9,96,9.85,13.0,5,3.51,1,False
8490fdca-b7a1-4e90-851c-32ffce50fbf4,MO,160,area_code_415,False,False,0,171.2,103,29.1,243.5,121,20.7,178.2,92,8.02,13.0,3,3.51,2,False
7797bf8b-17ea-4450-a6ad-047b184a6ced,SD,87,area_code_510,True,False,0,207.8,113,35.33,182.2,129,15.49,163.4,98,7.35,13.0,3,3.51,1,False
23f756dc-61ee-4a73-8cf9-8ef8dc3efbc3,ND,51,area_code_510,False,False,0,227.2,89,38.62,194.4,106,16.52,243.4,126,10.95,14.9,2,4.02,0,False
d9e9bfb7-74ab-4954-8807-151b1134ac86,OH,96,area_code_415,False,False,0,106.6,128,18.12,284.8,87,24.21,178.9,92,8.05,14.9,7,4.02,1,False
c64f4d35-e09c-4f32-b4f1-ba4b541c9eb7,MO,58,area_code_415,False,False,0,149.4,145,25.4,196.5,105,16.7,209.5,108,9.43,14.9,3,4.02,1,False
650e0a9b-0444-4e00-8181-d620a77609dd,ND,118,area_code_415,False,False,0,77.6,113,13.19,126.9,75,10.79,191.0,79,8.59,14.9,4,4.02,1,False
6a14b0cb-ec46-44a0-98cd-527ff7b4ff7b,WY,113,area_code_408,False,False,0,158.4,107,26.93,142.2,104,12.09,174.7,108,7.86,14.9,2,4.02,0,False
500ed340-f5fe-4460-ab78-382faec2e2bc,NY,68,area_code_415,False,False,0,267.9,80,45.54,145.4,143,12.36,273.3,119,12.3,14.9,1,4.02,3,True
4ae2688d-e76d-4c2d-a3ca-b3b4fcc8973b,AK,71,area_code_510,False,False,0,185.0,84,31.45,232.5,129,19.76,191.1,82,8.6,14.9,4,4.02,3,False
492682e2-bba9-4843-ab15-43b85554d213,AZ,70,area_code_415,False,False,0,104.7,112,17.8,82.2,104,6.99,169.4,110,7.62,15.8,7,4.27,3,False
26af3f8b-c449-4a02-a27f-f74b5b05ce93,RI,99,area_code_510,False,False,0,217.2,112,36.92,246.7,89,20.97,226.1,89,10.17,15.8,7,4.27,3,False
102a7f85-b51a-467b-a50f-8efe6f7f5a70,NM,116,area_code_510,False,False,0,179.0,81,30.43,200.0,116,17.0,168.6,74,7.59,15.8,7,4.27,1,False
e7060061-9ca4-49b1-9d0e-d02b3455b61c,AL,102,area_code_408,False,False,0,224.7,81,38.2,129.4,112,11.0,167.6,109,7.54,15.8,6,4.27,1,False
60369f92-f1ca-4ab7-9209-1419cb699d2e,WY,131,area_code_510,False,False,0,110.9,74,18.85,115.6,90,9.83,190.5,114,8.57,15.8,9,4.27,1,False
7e034132-4b5d-40c0-8a5f-7566a7df43f4,OH,83,area_code_415,False,False,0,337.4,120,57.36,227.4,116,19.33,153.9,114,6.93,15.8,7,4.27,0,True
2a7a5361-2b4b-46d3-ae32-0ee431f1e122,ID,103,area_code_415,False,False,0,174.7,151,29.7,148.0,56,12.58,168.2,109,7.57,15.8,3,4.27,6,True
94df7066-7adc-4ef6-85b9-552440ab1dd3,AK,132,area_code_510,False,False,0,181.1,121,30.79,314.4,109,26.72,246.7,81,11.1,4.2,9,1.13,2,False
55a89269-7a37-4797-a5ef-bc55977831da,MA,97,area_code_408,False,False,0,217.6,81,36.99,320.5,51,27.24,150.7,110,6.78,4.2,3,1.13,0,False
90b263b3-7420-41a1-9efd-fd6553facd6e,MA,87,area_code_408,False,False,0,186.9,79,31.77,182.6,105,15.52,143.1,90,6.44,4.2,14,1.13,1,False
260a1cf2-81f9-4ecc-b0d3-c770c6c0ac35,OH,65,area_code_415,False,False,0,245.7,139,41.77,241.9,113,20.56,285.3,117,12.84,4.2,5,1.13,4,True
3cecd052-721d-4ef7-9743-a4af919920b6,IL,119,area_code_408,False,False,0,197.2,111,33.52,168.1,78,14.29,209.8,84,9.44,4.2,2,1.13,1,False
961d34dc-6c07-46ab-b153-fbe7fa9185b1,ND,98,area_code_510,False,False,0,187.2,127,31.82,195.6,88,16.63,181.8,129,8.18,5.1,4,1.38,1,False
60247f17-379b-4bca-b402-f22b4eb4f517,DC,126,area_code_415,False,False,0,161.4,110,27.44,220.6,125,18.75,249.2,78,11.21,5.1,2,1.38,0,False
c73e3ab6-058a-4ea6-9768-b958aa52c429,UT,195,area_code_415,False,False,0,63.2,108,10.74,220.2,88,18.72,184.0,99,8.28,5.1,3,1.38,0,False
79ac3e4a-b74b-48b5-abbe-d2c2d247f3b4,UT,100,area_code_408,False,False,0,185.0,122,31.45,182.5,92,15.51,274.9,92,12.37,5.1,8,1.38,1,False
1308bf13-e83f-4999-beb1-3aeb63209b46,IL,48,area_code_408,False,False,0,198.2,73,33.69,202.8,115,17.24,146.4,73,6.59,5.1,5,1.38,1,False
e6b5b8b9-40d5-4ee6-8a7f-b7dc2401955b,NH,146,area_code_510,False,False,0,115.6,77,19.65,213.6,100,18.16,218.4,72,9.83,10.7,6,2.89,1,False
0f3700c8-6af4-4623-bca5-6735dc21d68d,NE,127,area_code_408,False,False,0,135.5,110,23.04,146.0,116,12.41,208.0,88,9.36,10.7,4,2.89,2,False
a2aa2521-1cbe-4091-8e31-eaac9073468d,ME,70,area_code_415,False,False,0,169.1,48,28.75,219.8,62,18.68,193.5,105,8.71,10.7,8,2.89,3,False
5ff058d4-5167-4c00-81da-aee2eda8a6d2,NY,209,area_code_415,False,False,0,153.7,105,26.13,188.6,87,16.03,200.8,95,9.04,10.7,2,2.89,0,False
46442201-9f88-4a30-bce6-cf4718ce399c,NH,138,area_code_415,False,False,0,157.5,96,26.78,271.7,107,23.09,138.2,84,6.22,10.7,6,2.89,2,False
207a6984-4d64-4f67-a68c-5a9d9b303010,KS,137,area_code_415,False,False,0,230.2,113,39.13,220.4,79,18.73,204.7,111,9.21,10.7,7,2.89,4,False
15283e59-f004-4e15-85c3-02a5cd3ba505,WI,85,area_code_415,False,False,0,102.0,95,17.34,270.2,139,22.97,148.2,105,6.67,10.7,3,2.89,1,False
b192ad1c-b729-4262-b72f-05f71a685e2c,PA,53,area_code_415,False,False,0,205.1,86,34.87,160.5,95,13.64,149.5,142,6.73,10.7,2,2.89,3,False
59f4b46f-e9f7-48e4-97bd-be5cc1583aab,ND,90,area_code_510,False,False,0,169.4,127,28.8,157.2,111,13.36,172.4,103,7.76,10.7,2,2.89,1,False
e4508923-fa3f-4e10-8be0-8767787bc058,AK,141,area_code_408,False,False,0,83.2,74,14.14,190.6,104,16.2,150.5,79,6.77,10.7,7,2.89,1,False
4e3c6574-686c-4838-8fb2-30ea99db9ef6,MT,16,area_code_510,False,False,0,153.2,65,26.04,229.7,90,19.52,148.2,94,6.67,10.7,8,2.89,1,False
a1cf186f-7af8-4de0-ba80-c2b170fadd7c,TX,73,area_code_408,False,False,0,286.4,109,48.69,178.2,67,15.15,214.2,152,9.64,10.7,14,2.89,1,True
1056eacc-2339-47b8-8819-97ca729f36e4,NC,92,area_code_408,False,False,0,192.1,87,32.66,193.0,122,16.41,133.4,79,6.0,10.7,2,2.89,1,False
0e478884-dc51-46ba-8fc8-7617b580d411,IL,131,area_code_510,False,False,0,263.4,123,44.78,151.9,74,12.91,218.5,101,9.83,10.7,2,2.89,2,False
284f4d89-1495-4f75-b821-57643465dfa8,WA,65,area_code_510,False,False,0,183.4,63,31.18,183.6,80,15.61,153.5,83,6.91,10.7,4,2.89,4,True
7c8de7a1-15e4-40ee-8bf8-b3710e956005,TX,208,area_code_510,False,False,0,326.5,67,55.51,176.3,113,14.99,181.7,102,8.18,10.7,6,2.89,2,True
4370385f-f700-4aca-8925-8bc230d72ad2,WV,112,area_code_415,True,False,0,161.9,138,27.52,200.9,114,17.08,134.0,134,6.03,10.7,4,2.89,1,False
dfa6f658-ace5-4ba3-9d2a-9c2370a43d0b,MT,106,area_code_510,False,False,0,169.4,107,28.8,197.2,71,16.76,202.2,79,9.1,10.7,4,2.89,1,False
65d9be5e-f083-4943-bc08-c931264c0d4e,NM,29,area_code_415,False,False,0,262.0,112,44.54,82.7,60,7.03,195.1,120,8.78,10.7,5,2.89,1,False
97983334-5495-4d7f-bf86-678bdc8358c7,WV,121,area_code_415,False,False,0,103.3,110,17.56,129.1,82,10.97,167.1,113,7.52,10.7,3,2.89,0,False
b912a0cf-ef41-451b-979c-70e99b72f291,MN,132,area_code_510,False,False,0,121.5,88,20.66,253.0,124,21.51,195.7,120,8.81,10.7,4,2.89,1,False
e7f1f708-22b7-4d90-b87e-7a26e50457fa,UT,93,area_code_415,False,False,0,174.1,127,29.6,176.8,73,15.03,240.0,111,10.8,10.7,3,2.89,0,False
41695ffe-5d61-40b3-92a1-126f3fc1a9a9,CA,73,area_code_415,False,False,0,137.6,113,23.39,179.7,75,15.27,172.8,71,7.78,10.7,2,2.89,1,True
1ed9584d-d43a-4516-863f-6e41c9b159eb,PA,69,area_code_415,False,False,0,228.2,70,38.79,263.7,80,22.41,142.6,60,6.42,10.7,5,2.89,3,False
600ecaca-274e-4b0c-991b-4aea0f0cfd85,KS,43,area_code_415,False,False,0,27.0,117,4.59,160.9,97,13.68,279.5,96,12.58,10.7,3,2.89,3,False
4cbf6435-4ae4-406c-a844-d78d0b6590b2,OR,103,area_code_408,False,False,0,185.8,118,31.59,86.8,84,7.38,208.4,115,9.38,10.7,9,2.89,1,False
e9881a2a-4670-45cd-883a-0831da01de10,AR,74,area_code_415,False,False,0,201.4,112,34.24,109.6,71,9.32,200.2,135,9.01,10.7,2,2.89,1,False
da77efc6-03ab-4b96-b8f5-355263c66767,RI,75,area_code_415,False,False,0,122.8,89,20.88,211.3,104,17.96,261.4,91,11.76,10.7,2,2.89,2,False
3af59fd1-fae2-4c3b-aaea-0cc773d82444,VT,80,area_code_415,False,False,0,160.6,103,27.3,237.0,109,20.15,245.1,88,11.03,10.7,1,2.89,1,False
3864039b-1aac-4064-9d2b-9df7a0184bbd,NY,131,area_code_415,False,False,0,264.2,118,44.91,180.0,89,15.3,223.9,104,10.08,10.7,1,2.89,2,False
1ec8df70-4ca9-4e89-9e41-aaae366e58c1,NM,104,area_code_415,False,False,0,164.2,109,27.91,155.4,90,13.21,168.9,117,7.6,10.7,8,2.89,1,False
cfee6e97-ecf2-4f65-b33d-28f7bf79c527,OR,149,area_code_415,False,False,0,114.5,103,19.47,228.8,100,19.45,135.8,74,6.11,10.7,3,2.89,0,False
8ade735e-25c1-4f42-b4fb-d2d1c72e89fc,RI,87,area_code_510,True,False,0,134.2,80,22.81,165.0,71,14.03,173.1,102,7.79,10.7,5,2.89,0,False
43fcb720-bcdf-47d7-ae0c-80b3114a0908,WY,215,area_code_510,False,False,0,83.6,148,14.21,120.9,91,10.28,226.6,110,10.2,10.7,9,2.89,0,False
873df6dd-f6e6-4c86-98f9-cdeb16bb56ed,VA,44,area_code_408,False,False,0,204.6,117,34.78,205.2,94,17.44,164.6,84,7.41,10.7,5,2.89,0,False
68d23492-0dbe-4c8f-b2ba-06d0ab03c221,NV,113,area_code_510,False,False,0,245.3,108,41.7,259.9,140,22.09,204.3,115,9.19,10.7,2,2.89,3,True
4c1816ae-7c9a-4dc6-8987-4634ef337472,KY,122,area_code_415,False,False,0,128.9,136,21.91,244.4,133,20.77,148.7,133,6.69,10.7,5,2.89,0,False
f6f5c11d-afec-407d-8d58-6152ac076116,MS,140,area_code_415,False,False,0,265.0,100,45.05,147.6,89,12.55,247.7,94,11.15,10.7,3,2.89,1,False
ec0c1907-f9c7-4553-85db-351db08cf81a,MD,136,area_code_415,False,False,0,252.4,74,42.91,167.9,81,14.27,248.3,110,11.17,10.7,3,2.89,2,False
391ce2ba-c10f-45e8-845e-c5733273a40d,PA,128,area_code_408,True,False,0,245.2,112,41.68,101.5,101,8.63,152.3,116,6.85,10.7,5,2.89,0,False
a02c51fa-6548-459a-9e59-3cb095317077,UT,140,area_code_415,False,False,0,160.5,123,27.29,185.9,110,15.8,150.4,94,6.77,10.7,5,2.89,1,False
b53677ad-7ff9-40c1-942e-5df7894d42f2,MO,167,area_code_415,True,False,0,244.8,91,41.62,60.8,105,5.17,176.7,110,7.95,10.7,3,2.89,2,False
5f2f42a5-c980-4d40-87eb-df164df2dd0b,MO,126,area_code_510,False,False,0,150.8,105,25.64,157.1,85,13.35,210.0,102,9.45,10.7,3,2.89,0,False
d5d6eabf-2fed-41b8-80e5-453c4884d2eb,HI,101,area_code_510,False,False,0,93.8,127,15.95,150.0,104,12.75,241.1,116,10.85,10.7,2,2.89,1,False
21109140-1d65-442b-a45c-99ed95f8f292,CO,63,area_code_415,False,False,0,211.8,84,36.01,230.9,137,19.63,217.1,99,9.77,10.7,9,2.89,3,False
729cb5af-83f2-48ca-9fe2-24abc0869159,SD,64,area_code_415,False,False,0,174.5,98,29.67,180.2,103,15.32,179.0,89,8.06,10.7,2,2.89,2,False
b86610f3-0082-4097-ab08-20ae70cf3790,PA,106,area_code_408,True,False,0,133.7,45,22.73,187.8,107,15.96,181.9,89,8.19,10.7,2,2.89,1,True
73d3d5d1-69fe-47dc-95df-e4cbad903151,WV,111,area_code_408,False,False,0,171.5,108,29.16,204.4,106,17.37,238.8,90,10.75,10.7,4,2.89,3,False
8118dfbd-c246-44ea-8599-495a06af3b4a,NC,43,area_code_415,False,False,0,165.8,96,28.19,132.0,105,11.22,323.2,62,14.54,10.7,6,2.89,0,False
938f2222-7a33-4eec-9f08-ea731e6b39a1,MI,143,area_code_415,False,False,0,191.6,53,32.57,104.6,104,8.89,195.8,125,8.81,10.7,9,2.89,3,False
27b7a5ee-cfbd-49c5-b92b-61f21a348f3c,ME,25,area_code_510,False,False,0,242.6,69,41.24,209.0,117,17.77,219.7,82,9.89,14.4,6,3.89,2,False
56b01b1d-ec86-4bf3-8390-de602f7936fb,AZ,158,area_code_510,False,False,0,205.2,97,34.88,240.6,77,20.45,79.7,108,3.59,14.4,12,3.89,0,False
355f33c5-8a62-4712-b2ba-409d134da230,MS,76,area_code_408,False,False,0,193.0,82,32.81,200.8,109,17.07,135.9,79,6.12,14.4,3,3.89,0,False
b914e1c9-0fe9-422e-9bba-8d3d0afc97f1,MS,38,area_code_415,False,False,0,117.3,114,19.94,208.7,105,17.74,203.4,98,9.15,14.4,2,3.89,2,False
c2b999f8-647a-432b-bbee-3650e56d2335,FL,113,area_code_510,False,False,0,92.6,85,15.74,177.6,92,15.1,159.8,72,7.19,14.4,4,3.89,3,False
db7db37e-3f87-4fac-9cfb-17c645712e87,NH,97,area_code_415,False,False,0,87.1,110,14.81,202.1,110,17.18,137.9,89,6.21,14.4,4,3.89,2,False
a56f8de6-fe68-429f-9cd5-97a41e9b471a,WY,141,area_code_408,False,False,0,301.4,87,51.24,269.2,111,22.88,148.6,95,6.69,14.4,5,3.89,0,True
7e8b8a32-d59f-477c-bcc8-ede69305cc6a,NC,126,area_code_415,False,False,0,103.7,93,17.63,127.0,107,10.8,329.3,66,14.82,14.4,1,3.89,0,False
605dc574-1e03-46c5-b6f6-a51ee9b1e1b5,NJ,106,area_code_415,False,False,0,207.9,91,35.34,172.0,109,14.62,191.8,143,8.63,14.4,7,3.89,4,False
fb6d4aa8-c97e-4122-babc-d200443fb095,WY,58,area_code_510,False,False,0,210.1,126,35.72,248.9,108,21.16,158.6,88,7.14,14.4,2,3.89,4,False
d004f29b-e09b-41e9-9fee-1bf7cba87ba1,OK,154,area_code_415,True,False,0,145.9,69,24.8,208.2,141,17.7,180.9,106,8.14,14.4,10,3.89,0,True
e24766f1-24e6-423e-81ee-7c0acb6b25c5,MD,172,area_code_408,False,False,0,287.1,108,48.81,178.4,125,15.16,153.2,98,6.89,14.4,2,3.89,3,True
b4906e9d-fec8-4d80-b66a-ea9307319b1b,OK,88,area_code_408,True,False,0,132.9,132,22.59,208.2,82,17.7,260.5,42,11.72,14.4,11,3.89,2,True
4dcacf92-8692-4f0c-99d3-fc472b4b69ec,VT,125,area_code_415,False,False,0,126.7,113,21.54,155.5,131,13.22,206.2,112,9.28,14.4,7,3.89,2,False
7f8726ba-92a5-4b62-9b36-47a03f169581,CT,107,area_code_408,False,False,0,103.4,94,17.58,189.3,125,16.09,227.2,125,10.22,14.4,3,3.89,1,False
f91de4c4-5198-40b9-a3d7-b8254d5054da,VT,217,area_code_510,False,False,0,99.7,74,16.95,183.1,97,15.56,220.3,73,9.91,14.4,4,3.89,0,False
cab15d2c-47ea-456c-b336-b95dfd04c725,KS,128,area_code_510,False,False,0,268.1,95,45.58,120.5,126,10.24,220.8,121,9.94,14.4,6,3.89,2,False
a3e07959-b987-4263-9489-3357c3d2452f,WY,104,area_code_415,False,False,0,138.7,100,23.58,215.4,58,18.31,164.3,98,7.39,4.9,4,1.32,2,False
7e11aedd-cec1-44ca-b1fe-28266b8c54fb,AZ,116,area_code_415,True,False,0,191.7,97,32.59,176.2,127,14.98,103.9,96,4.68,4.9,4,1.32,2,False
8d50089b-d19e-4531-9bd2-919b5241157d,MT,113,area_code_415,False,False,0,215.9,93,36.7,240.1,85,20.41,156.7,123,7.05,4.9,5,1.32,3,False
eaf88f4b-26a4-4448-8e3c-35b7f5a058f7,WV,67,area_code_510,False,False,0,152.5,131,25.93,252.4,107,21.45,185.4,104,8.34,4.9,3,1.32,2,False
937049a7-ba63-459e-8209-0611bd43fb59,SC,78,area_code_415,False,False,0,109.5,105,18.62,286.1,90,24.32,247.6,113,11.14,4.9,9,1.32,1,False
6b6bb675-7218-4634-bdfe-070078dee27d,IA,129,area_code_415,False,False,0,216.0,85,36.72,186.9,114,15.89,210.7,109,9.48,4.9,10,1.32,2,False
7d593696-b4ae-4e67-958a-220828d0e37d,OK,35,area_code_415,False,False,0,179.2,59,30.46,283.3,101,24.08,285.4,83,12.84,5.8,7,1.57,2,False
8d268c5e-cf60-45c9-9ec2-04d91c2a7414,AK,76,area_code_415,False,False,0,143.7,55,24.43,173.1,108,14.71,239.1,95,10.76,5.8,6,1.57,1,False
d91b28bf-1e27-48fd-9af9-2053bc9c485a,MD,101,area_code_408,False,False,0,155.4,71,26.42,84.0,122,7.14,229.1,97,10.31,5.8,1,1.57,1,False
4c20fd7c-4c55-4739-932c-224dc2ae7fb8,MT,146,area_code_415,False,False,0,214.8,86,36.52,230.9,94,19.63,223.8,100,10.07,5.8,3,1.57,3,False
6b713a17-99b2-45e8-ada3-b99532ece8b2,ND,35,area_code_415,False,False,0,260.8,87,44.34,258.1,78,21.94,131.3,123,5.91,5.8,2,1.57,1,False
4c2fba56-b1cd-41ff-8ffe-c8f3fe60ac78,VA,88,area_code_415,False,False,0,294.3,83,50.03,172.1,104,14.63,177.3,105,7.98,5.8,7,1.57,2,True
974e1968-ab89-4299-947e-1e57b2c075fd,MN,96,area_code_408,True,False,0,188.8,119,32.1,216.9,100,18.44,208.5,116,9.38,5.8,3,1.57,3,False
81fd6b1b-8191-415e-964a-5e8c6141eec0,DC,73,area_code_408,False,False,0,122.0,92,20.74,138.3,114,11.76,224.2,128,10.09,5.8,5,1.57,1,False
84af7d50-0eb8-4297-9b42-55fab15a9c0c,CT,30,area_code_408,False,False,0,137.6,108,23.39,162.0,80,13.77,187.7,126,8.45,5.8,10,1.57,3,False
c31b8cab-347b-4c3d-a51e-92c796db1f8f,ID,67,area_code_415,False,False,0,234.3,111,39.83,206.4,87,17.54,157.3,101,7.08,5.8,10,1.57,3,False
307265e7-dfed-4c78-88f5-97bba15deaa4,AK,121,area_code_415,False,False,0,162.4,87,27.61,285.2,104,24.24,117.4,125,5.28,5.8,5,1.57,2,False
8f61cf6b-5569-4e6a-8e22-7972417e712d,WY,151,area_code_510,False,False,0,235.9,104,40.1,80.6,91,6.85,212.8,116,9.58,5.8,2,1.57,3,False
d862fbfa-16e1-47f8-8c09-2ee01805db45,NV,42,area_code_415,False,False,0,303.9,106,51.66,232.2,54,19.74,147.1,76,6.62,5.8,3,1.57,1,True
3da07af2-42cb-4949-b4c9-46767b9041c6,NJ,80,area_code_415,False,False,0,268.7,120,45.68,301.0,147,25.59,167.0,140,7.52,5.8,1,1.57,2,True
33454417-3900-4205-aad0-6aa7727c9a71,FL,105,area_code_415,False,False,0,273.8,97,46.55,289.7,106,24.62,269.1,126,12.11,5.8,3,1.57,2,True
9c5a417c-77af-4b83-9940-17cf80443292,WV,67,area_code_408,False,False,0,167.8,91,28.53,167.7,69,14.25,110.3,71,4.96,8.4,12,2.27,1,False
98356c20-2211-4c99-b249-a8c17dd76530,VA,170,area_code_510,True,False,0,259.9,68,44.18,245.0,122,20.83,134.4,121,6.05,8.4,3,2.27,3,False
88ab31d3-a5bd-403a-a865-a525c4ea24ef,AR,33,area_code_408,False,False,0,251.9,81,42.82,194.6,96,16.54,211.2,87,9.5,8.4,3,2.27,2,False
ee6cf116-cea8-4cb8-bfce-b774a7ef791f,MO,15,area_code_415,False,False,0,135.2,101,22.98,152.5,79,12.96,224.8,83,10.12,8.4,5,2.27,2,False
5a5ceb9d-59a6-41bb-94b6-2aa8c14c0568,WI,69,area_code_510,True,False,0,279.8,90,47.57,248.7,91,21.14,171.0,118,7.69,8.4,10,2.27,2,True
aae3bbf2-381c-4274-9296-e3df4c32b880,WI,103,area_code_415,False,False,0,180.2,134,30.63,97.7,85,8.3,181.7,134,8.18,8.4,3,2.27,1,False
f18ec098-2b84-4408-abdf-b435058abfde,DE,155,area_code_415,False,False,0,250.5,89,42.59,146.1,84,12.42,164.2,60,7.39,8.4,3,2.27,1,False
14b0c294-344f-4571-9977-c21c3c01f624,LA,94,area_code_415,False,False,0,212.1,98,36.06,189.4,89,16.1,352.2,95,15.85,8.4,5,2.27,3,False
0bf48bfa-e867-41be-93f4-2e7a4f6d4bc3,TN,106,area_code_415,False,False,0,119.2,142,20.26,228.4,139,19.41,197.9,61,8.91,8.4,9,2.27,2,False
31f54607-b915-4212-b44b-744ddfb95d1e,AR,132,area_code_415,False,False,0,99.0,126,16.83,189.4,76,16.1,156.3,108,7.03,8.4,3,2.27,1,False
07af7fdd-f97e-44b6-bea0-4d434a66a408,MA,111,area_code_415,False,False,0,284.4,89,48.35,157.0,113,13.35,242.8,91,10.93,8.4,8,2.27,0,True
42a0f657-5172-4ce4-b77e-c69d65a9c467,OK,79,area_code_510,False,False,0,147.0,72,24.99,165.7,102,14.08,243.2,107,10.94,8.4,9,2.27,1,False
b681e407-dddb-4ac2-8364-0634981e556d,TX,133,area_code_408,False,False,0,221.1,133,37.59,160.2,140,13.62,161.8,84,7.28,8.4,3,2.27,4,False
f073e636-8df8-4e28-9d58-94d2ddad9fe1,KY,95,area_code_510,False,False,0,157.3,116,26.74,197.5,77,16.79,128.2,111,5.77,8.4,4,2.27,2,False
88f2e41a-72fa-4868-8db2-0797993ed455,WV,121,area_code_510,False,False,0,177.2,142,30.12,123.5,88,10.5,213.2,51,9.59,8.4,6,2.27,1,False
7da12ed6-6d1a-42e7-bcc8-b3fbe688a9c3,HI,135,area_code_415,False,False,0,190.9,44,32.45,161.4,109,13.72,231.9,100,10.44,8.4,2,2.27,1,False
bc7d6910-a7d3-4db6-a699-e2ae4b552b57,OH,92,area_code_415,False,False,0,145.9,90,24.8,148.1,105,12.59,241.3,93,10.86,8.4,1,2.27,2,False
a4c17986-5b50-4498-8a49-1f4792c83ac4,PA,167,area_code_415,True,False,0,181.2,122,30.8,262.5,77,22.31,214.0,88,9.63,8.4,4,2.27,0,False
4810d8de-e7bf-4fcb-b68d-26e08d4f7828,WY,157,area_code_415,True,False,0,180.4,123,30.67,194.0,98,16.49,227.3,88,10.23,8.4,5,2.27,0,False
9a5edfd0-ec15-4c4f-81d2-4c693b8bbbb0,CT,93,area_code_415,False,False,0,271.1,101,46.09,237.4,133,20.18,145.4,103,6.54,8.4,6,2.27,1,True
9171bdb0-3377-417c-a3e6-ba410100e139,GA,76,area_code_408,False,False,0,203.6,61,34.61,161.7,127,13.74,175.9,97,7.92,8.4,3,2.27,0,False
11c1c8ac-6aaa-4a3b-8ef1-058c5bd2484b,OR,135,area_code_415,False,False,0,263.8,66,44.85,251.3,116,21.36,200.1,112,9.0,8.4,2,2.27,5,True
4d74dfe4-49a8-414b-b3d5-a2dd08f8bb5f,NC,27,area_code_408,False,False,0,201.2,128,34.2,227.2,100,19.31,145.8,91,6.56,8.4,3,2.27,2,False
f29f5104-99cf-4f2e-8ae9-8b5f5b7a5a21,AL,25,area_code_408,False,False,0,264.9,80,45.03,281.2,66,23.9,166.1,80,7.47,8.4,4,2.27,1,True
c0ddf149-00e3-47c3-880e-42255cf66310,OR,25,area_code_408,False,False,0,178.8,90,30.4,141.2,72,12.0,203.0,99,9.14,8.4,5,2.27,2,False
911f8750-00aa-4f70-beb0-e8d8f00c5fce,NH,37,area_code_415,False,False,0,206.0,89,35.02,186.0,88,15.81,307.1,86,13.82,8.4,11,2.27,0,False
aae3ca84-9083-4ed8-a994-4235231a8506,KY,73,area_code_510,False,False,0,234.7,102,39.9,195.7,110,16.63,253.4,71,11.4,8.4,8,2.27,2,False
ccf65638-1c8e-41c7-b448-184fddfa9c84,MO,16,area_code_510,False,False,0,228.3,80,38.81,130.9,75,11.13,156.7,98,7.05,8.4,9,2.27,1,False
77d791ce-f914-4033-9a8a-e8b72d60b40f,TN,68,area_code_415,False,False,0,178.7,61,30.38,252.3,84,21.45,255.7,76,11.51,8.4,4,2.27,1,False
